code,path,label,lastUpdate,lastModified,dataStart,dataEnd,count
nama_10r_2coe,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Compensation of employees by NUTS 2 region,2026-02-10,2026-02-10,2000,2024,287944
nama_10r_3empers,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Employment (thousand persons) by NUTS 3 region,2026-02-10,2026-02-10,2000,2024,1485615
nama_10r_2emhrw,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Employment (thousand hours worked) by NUTS 2 region,2026-02-10,2026-02-10,2000,2024,384159
nama_10r_2hhinc,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Income of households by NUTS 2 region,2026-02-10,2026-02-10,2000,2024,272384
nama_10_lp_ulc,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Labour productivity and unit labour costs,2026-03-13,2026-02-13,1975,2025,63523
nama_10_lp_a21,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Labour productivity and unit labour costs by industry (NACE Rev.2),2026-03-16,2026-02-13,1975,2025,540233
nama_10_cp_a21,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Capital stock based productivity indicators by industry (NACE Rev.2),2026-03-04,2026-02-27,1975,2024,401819
nama_10r_2nlp,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Nominal Labour productivity by NUTS 2 region,2026-02-10,2026-02-10,2000,2024,58200
nama_10r_3nlp,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Nominal Labour productivity by NUTS 3 region,2026-02-10,2026-02-10,2000,2024,117924
nama_10r_2rlp,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Real Labour productivity by NUTS 2 region,2026-02-10,2026-02-10,2000,2024,36115
nama_10r_2lp10,Annual national accounts > National accounts (ESA 2010) > Economy and finance > Database by themes,Compensation per employee and hours worked per employed person by NUTS 2 region and by industry,2026-02-10,2026-02-10,2000,2024,422285
naio_10_cp15,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Supply table at basic prices incl. transformation into purchasers' prices,2026-03-20,2025-08-26,1990,2024,5852956
naio_10_cp16,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Use table at purchasers' prices,2026-03-20,2025-08-26,1990,2024,6576632
naio_10_cp1610,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Use table at basic prices,2026-03-16,2025-08-26,1990,2024,14152193
naio_10_cp1620,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Table of trade and transport margins,2026-03-16,2026-03-10,1990,2024,3588425
naio_10_cp1630,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Table of taxes less subsidies on product,2026-03-16,2026-03-10,1990,2024,3577137
naio_10_cp1700,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Symmetric input-output table at basic prices (product by product),2026-03-16,2026-03-10,1990,2023,8532956
naio_10_cp1750,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Symmetric input-output table at basic prices (industry by industry),2026-02-04,2026-01-09,1990,2023,4567052
naio_10_pyp15,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Supply table at basic prices incl. transformation into purchasers' prices (previous years prices),2026-03-20,2025-06-26,1991,2023,3661046
naio_10_pyp16,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Use table at purchasers' prices (previous years prices),2026-03-20,2025-06-26,1991,2023,4297296
naio_10_pyp1610,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Use table at basic prices (previous years prices),2026-03-04,2025-06-26,1993,2023,5102660
naio_10_pyp1620,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Table of trade and transport margins (previous years prices),2026-03-04,2025-06-26,1993,2023,1788106
naio_10_pyp1630,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Table of taxes less subsidies on products (previous years prices),2026-03-04,2025-06-26,1993,2023,1771888
naio_10_pyp1700,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Symmetric input-output table at basic prices (product by product) (previous years prices),2026-03-04,2025-06-30,2011,2022,952410
naio_10_pyp1750,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Symmetric input-output table at basic prices (industry by industry) (previous years prices),2025-11-24,2025-11-24,2008,2023,776270
naio_10_fcp_s1,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",EU inter-country supply table at basic prices (2010-2013),2025-07-16,2025-07-16,2010,2013,40960000
naio_10_fcp_s2,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",EU inter-country supply table at basic prices (2014-2017),2025-07-16,2025-07-16,2014,2017,40960000
naio_10_fcp_s3,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",EU inter-country supply table at basic prices (2018-2021),2025-07-16,2025-07-16,2018,2021,40960000
naio_10_fcp_s4,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",EU inter-country supply table at basic prices (2022 and onwards),2025-07-16,2025-07-16,2022,2023,20480000
naio_10_fcp_u1,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",EU inter-country use table at basic prices (2010-2013),2025-07-16,2025-07-16,2010,2013,44242800
naio_10_fcp_u2,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",EU inter-country use table at basic prices (2014-2017),2025-07-16,2025-07-16,2014,2017,44242800
naio_10_fcp_u3,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",EU inter-country use table at basic prices (2018-2021),2025-07-16,2025-07-16,2018,2021,44242800
naio_10_fcp_u4,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",EU inter-country use table at basic prices (2022 and onwards),2025-07-16,2025-07-16,2022,2023,22121400
naio_10_fcp_ip1,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","EU inter-country input-output table at basic prices, product by product (2010-2013)",2025-07-16,2025-07-16,2010,2013,44242800
naio_10_fcp_ip2,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","EU inter-country input-output table at basic prices, product by product (2014-2017)",2025-07-16,2025-07-16,2014,2017,44242800
naio_10_fcp_ip3,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","EU inter-country input-output table at basic prices, product by product (2018-2021)",2025-07-16,2025-07-16,2018,2021,44242800
naio_10_fcp_ip4,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","EU inter-country input-output table at basic prices, product by product (2022 and onwards)",2025-07-16,2025-07-16,2022,2023,22121400
naio_10_fcp_ii1,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","EU inter-country input-output table at basic prices, industry by industry (2010-2013)",2025-07-16,2025-07-16,2010,2013,44242800
naio_10_fcp_ii2,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","EU inter-country input-output table at basic prices, industry by industry (2014-2017)",2025-07-16,2025-07-16,2014,2017,44242800
naio_10_fcp_ii3,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","EU inter-country input-output table at basic prices, industry by industry (2018-2021)",2025-07-16,2025-07-16,2018,2021,44242800
naio_10_fcp_ii4,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","EU inter-country input-output table at basic prices, industry by industry (2022 and onwards)",2025-07-16,2025-07-16,2022,2023,22121400
naio_10_fgti,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Imports by industry (FIGARO application),2025-07-16,2025-07-16,2010,2023,1550248
naio_10_fgte,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Exports by industry (FIGARO application),2025-07-16,2025-07-16,2010,2023,1884344
naio_10_fgde,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Domestic value added in exports - EU perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,20020616
naio_10_fgdm,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Domestic value added in exports - EU country perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,1550640
naio_10_fgfeie,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Foreign value added in exports by exporting country and importing country - EU perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,715400
naio_10_fgfoie,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Foreign value added in exports by country of origin and importing country - EU perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,612864
naio_10_fgfoee,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Foreign value added in exports by country of origin and exporting country - EU perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,715400
naio_10_fgfeim,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Foreign value added in exports by exporting country and importing country - EU country perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,4651136
naio_10_fgfoim,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Foreign value added in exports by country of origin and importing country - EU country perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,2988776
naio_10_fgfoem,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Foreign value added in exports by country of origin and exporting country - EU country perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,4651136
naio_10_fgdf,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Domestic value added in foreign final use (FIGARO application),2025-07-16,2025-07-16,2010,2023,1550248
naio_10_fgfd,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Foreign value added in domestic final use (FIGARO application),2025-07-16,2025-07-16,2010,2023,1550248
naio_10_fggvce,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Global value chain participation - EU perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,1176
naio_10_fggvcm,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Global value chain participation - EU country perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,1134
naio_10_fgtex,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Trading partner exposure (FIGARO application),2025-07-16,2025-07-16,2010,2023,709688
naio_10_fgdee,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Domestic employment in exports - EU perspective (FIGARO application),2025-09-08,2025-09-08,2010,2023,20020616
naio_10_fgdem,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Domestic employment in exports - EU country perspective (FIGARO application),2025-07-16,2025-07-16,2010,2023,1550640
naio_10_fgdfe,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Domestic employment in foreign final use (FIGARO application),2025-07-16,2025-07-16,2010,2023,1550640
env_ac_ghgfp,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","Greenhouse gas emission footprints (in CO2 equivalent, FIGARO application)",2026-01-22,2025-10-30,2010,2023,15939672
env_ac_co2fp,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes",Carbon dioxide emission footprints (FIGARO application),2026-01-22,2025-10-30,2010,2023,15939672
env_ac_ch4fp,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","Methane emission footprints (CH4 in CO2 equivalent, FIGARO application)",2026-01-22,2025-10-30,2010,2023,15939672
env_ac_n2ofp,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","Nitrous oxide emission footprints (N2O in CO2 equivalent, FIGARO application)",2026-01-22,2025-10-30,2010,2023,15939672
env_ac_hfcfp,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","Hydrofluorocarbon emission footprints (HFC in CO2 equivalent, FIGARO application)",2026-01-22,2025-10-30,2010,2023,15939672
env_ac_pfcfp,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","Perfluorocarbon emission footprints (PFC in CO2 equivalent, FIGARO application)",2026-01-22,2025-10-30,2010,2023,15939672
env_ac_nf3sf6fp,"Supply, use and input-output tables > National accounts (ESA 2010) > Economy and finance > Database by themes","Nitrogen trifluoride and sulphur hexafluoride emission footprints (NF3-SF6 in CO2 equivalent, FIGARO application)",2026-01-22,2025-10-30,2010,2023,15939672
prc_hicp_cind,Harmonised index of consumer prices (HICP) > Prices > Economy and finance > Database by themes,HICP at constant tax rates - monthly data (index),2026-02-06,2026-01-19,2002-01,2025-12,2405736
prc_hicp_cann,Harmonised index of consumer prices (HICP) > Prices > Economy and finance > Database by themes,HICP at constant tax rates - monthly data (annual rate of change),2026-02-06,2026-01-19,2003-01,2025-12,2223781
prc_hicp_cmon,Harmonised index of consumer prices (HICP) > Prices > Economy and finance > Database by themes,HICP at constant tax rates - monthly data (monthly rate of change),2026-02-06,2026-01-19,2002-02,2025-12,4733866
prc_hicp_apc,Harmonised index of consumer prices (HICP) > Prices > Economy and finance > Database by themes,HICP - administered prices (composition),2026-02-06,2025-04-16,2001,2025,801309
prc_hicp_cow,Harmonised index of consumer prices (HICP) > Prices > Economy and finance > Database by themes,HICP - country weights,2025-08-20,2025-02-03,1996,2025,3012
prc_hicp_inw,Harmonised index of consumer prices (HICP) > Prices > Economy and finance > Database by themes,HICP - item weights,2025-08-20,2025-02-03,1996,2025,347400
cens_11ms_r3,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,Population by marital status and NUTS 3 region,2019-04-01,2024-01-10,2011,2011,1391604
cens_11fs_r3,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,Population by family status and NUTS 3 region,2015-08-26,2024-01-10,2011,2011,1409421
cens_11aed_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by current activity status, educational attainment level and NUTS 2 region",2019-04-01,2024-01-10,2011,2011,2425928
cens_11ao_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by current activity status, occupation and NUTS 2 region",2015-08-26,2024-01-10,2011,2011,3140674
cens_11an_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by current activity status, NACE Rev. 2 activity and NUTS 2 region",2015-07-23,2024-01-31,2011,2011,3110101
cens_11empo_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by status in employment, occupation and NUTS 2 region",2019-04-01,2024-01-10,2011,2011,3636204
cens_11empn_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by status in employment, NACE Rev. 2 activity and NUTS 2 region",2015-07-22,2024-01-31,2011,2011,3694015
cens_11ctz_n,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,Population by country of citizenship at national level,2015-08-26,2024-04-25,2011,2011,584812
cens_11ctzo_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by group of citizenship, occupation and NUTS 2 region",2015-08-26,2024-01-10,2011,2011,749466
cens_11cob_n,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,Population by country of birth at national level,2015-08-26,2024-04-25,2011,2011,577992
cens_11cobe_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by group of country of birth, educational attainment level and NUTS 2 region",2015-08-26,2024-01-10,2011,2011,703304
cens_11coba_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by group of country of birth, current activity status and NUTS 2 region",2015-08-26,2024-01-10,2011,2011,423244
cens_11cobo_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by group of country of birth, occupation and NUTS 2 region",2015-08-26,2024-01-10,2011,2011,744376
cens_11arco_r2,Census 2011 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by period of arrival in the country, country of birth and NUTS 2 region",2015-08-26,2024-01-10,2011,2011,111558
cens_01nsctz,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age group and country of citizenship",2015-07-09,2024-04-25,2001,2001,240668
cens_01nscbirth,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age group and country of birth",2009-03-27,2024-04-25,2001,2001,284229
cens_01nsres,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age group, citizenship and place of residence one year prior to the census",2009-03-27,2024-02-23,2001,2001,311870
cens_01napop,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age and current activity status",2015-07-09,2024-01-03,2001,2001,32155
cens_01nactz,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, citizenship and current activity status",2009-03-27,2024-10-11,2001,2001,8020
cens_01naagchi,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Female population aged 15 and over by household composition, age group, age of the youngest child and current activity status",2009-03-27,2024-01-03,2001,2001,69310
cens_01naisco,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Employed persons aged 15 and over by sex, age group, citizenship and occupation (ISCO-88)",2009-03-27,2024-01-03,2001,2001,44657
cens_01nadisco,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Employed persons aged 15 and over by sex, age group and occupation",2009-03-27,2024-01-03,2001,2001,61471
cens_01nanac,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Employed persons aged 15 and over by sex, age group, citizenship and economic activity (NACE Rev.1)",2009-03-27,2024-01-03,2001,2001,62896
cens_01nadnac,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Employed persons aged 15 and over by sex, age group and economic activity (NACE Rev. 1)",2009-03-27,2024-01-03,2001,2001,119798
cens_01nawtime,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Employed persons aged 15 and over by sex, economic activity (NACE Rev. 1) and time usually worked",2009-03-27,2024-02-28,2001,2001,6408
cens_01naind,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Employed persons aged 15 and over by sex and industry indicator,2009-03-27,2024-01-03,2001,2001,4211
cens_01nelev,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age group, citizenship and educational attainment level",2009-03-27,2024-10-14,2001,2001,391465
cens_01news,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population aged 15-74 by sex, age group, current activity status and educational attainment level",2009-03-27,2024-10-14,2001,2001,23597
cens_01neisco,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population aged 15-74 by sex, age group, educational attainment level and occupation (ISCO 1988)",2009-03-27,2024-10-14,2001,2001,53250
cens_01nhtype,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age and household status",2009-03-27,2024-01-03,2001,2001,77666
cens_01nhfst,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population aged 15 and over, living in private households, by sex, age group, family status and current activity status",2011-08-10,2024-01-03,2001,2001,30848
cens_01nhhst,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age group and family situation (household status)",2009-03-27,2024-01-03,2001,2001,2780
cens_01nhsize,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population in private households by sex, age group, citizenship and size of household",2011-08-11,2024-01-03,2001,2001,25725
cens_01nheco,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Private households by size, composition and presence of elderly members",2009-03-26,2024-01-03,2001,2001,3703
cens_01nhctzcomp,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Private households by composition and citizenship,2009-03-27,2024-01-03,2001,2001,972
cens_01nhfstctz,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, citizenship, family status and type of housing",2009-03-27,2024-05-23,2001,2001,7296
cens_01ndhh,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Private housholds by composition and type of housing,2009-03-27,2024-05-23,2001,2001,2076
cens_01ndquart_hd,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Private households by type of housing,2010-02-16,2024-05-23,2001,2001,140
cens_01ndquart_lq,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Living quarters by type of housing,2010-02-16,2024-05-23,2001,2001,166
cens_01ndquart_oc,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Occupants by type of housing,2010-02-16,2024-05-23,2001,2001,146
cens_01ndnbown,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Occupied conventional dwellings by number of rooms and occupants,2009-03-26,2024-01-03,2001,2001,2974
cens_01ndcomf,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Occupied conventional dwellings by presence of comfort characteristics,2009-09-10,2024-07-17,2001,2001,117
cens_01ndpercons,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Owner-occupied dwellings by type and year of construction of the building,2015-07-09,2024-01-03,2001,2001,1281
cens_01ndbuild,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Dwellings by type of ownership, type of building and occupancy status",2009-03-27,2024-01-03,2001,2001,435
cens_01rapop,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age group, current activity status and NUTS 3 region",2009-03-27,2024-10-11,2001,2001,555759
cens_01ramigr,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Total and active population by sex, age, employment status, residence one year prior to the census and NUTS 3 region",2009-03-27,2024-01-03,2001,2001,1482371
cens_01ractz,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Employed persons aged 15 and over by sex, citizenship, economic activity (NACE Rev. 1), status in employment and NUTS 3 region",2009-03-27,2024-10-11,2001,2001,82241
cens_01reisco,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Employed persons by sex, age group, educational attainment level, occupation (ISCO-88) and NUTS 3 region",2009-03-27,2024-10-14,2001,2001,493041
cens_01rews,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age group, educational attainment level, current activity status and NUTS 3 region",2009-03-27,2024-10-14,2001,2001,210708
cens_01rhtype,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age group, household status and NUTS 3 region",2009-03-27,2024-01-03,2001,2001,354029
cens_01rhsize,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Population by sex, age group, size of household and NUTS 3 region",2011-02-09,2024-01-03,2001,2001,288476
cens_01rheco,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Private households by composition, size and NUTS 3 region",2009-03-26,2024-01-03,2001,2001,59595
cens_01rhagchi,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Private households by composition, age group of children and NUTS 3 region",2009-03-27,2024-01-03,2001,2001,29223
cens_01rdhh,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,"Dwellings by type of housing, building and NUTS 3 region",2009-09-10,2024-05-23,2001,2001,28194
cens_01rdbuild,Census 2001 round > Population and housing censuses > Population and social conditions > Database by themes,Persons by type of building and NUTS 3 region,2009-03-27,2024-01-03,2001,2001,4667
migr_asyapp1mp,Asylum > Migration > Population and social conditions > Database by themes,First-time asylum applicants - per thousand persons,2026-03-18,2026-03-18,2008,2025,515
migr_asyapp1mpm,Asylum > Migration > Population and social conditions > Database by themes,"First-time asylum applicants - per hundred thousand persons, monthly data",2026-03-17,2026-03-03,2008-01,2025-12,12064
migr_asyapp1pc,Asylum > Migration > Population and social conditions > Database by themes,First-time asylum applicants - % of total asylum applicants,2026-03-18,2026-03-18,2008,2025,515
migr_asyapp1up,Asylum > Migration > Population and social conditions > Database by themes,First-time asylum applications of unaccompanied minors - % of total first-time asylum applications of minors,2026-03-18,2026-03-18,2021,2025,142
migr_asydec1p,Asylum > Migration > Population and social conditions > Database by themes,Positive first instance decisions - per thousand persons,2025-08-06,2025-04-25,2008,2024,535
migr_asydec1pc,Asylum > Migration > Population and social conditions > Database by themes,Asylum decisions at first instance by type of decision - % of total decisions at first instance - annual data,2026-03-18,2026-02-17,2008,2024,75758
migr_asydec1pcq,Asylum > Migration > Population and social conditions > Database by themes,Asylum decisions at first instance by type of decision - % of total decisions at first instance - quarterly data,2026-03-18,2026-03-12,2008-Q1,2025-Q4,195848
migr_asydecfp,Asylum > Migration > Population and social conditions > Database by themes,Asylum decisions at final instance by type of decision - % of total decisions at final instance,2025-06-27,2025-06-27,2008,2024,47560
migr_asytpspop,Asylum > Migration > Population and social conditions > Database by themes,Beneficiaries of temporary protection by citizenship - per thousand persons,2026-03-11,2026-03-05,2022-03,2026-01,4440
migr_asytpfpop,Asylum > Migration > Population and social conditions > Database by themes,Decisions granting temporary protection by citizenship - per thousand persons,2026-03-10,2026-03-05,2022-03,2026-01,4461
migr_asyunaa,Asylum > Migration > Population and social conditions > Database by themes,"Asylum applicants considered to be unaccompanied minors by citizenship, age and sex - annual data",2026-03-16,2026-01-14,2008,2025,2341992
migr_asyumacta,Asylum > Migration > Population and social conditions > Database by themes,"Unaccompanied minor asylum applicants by type, citizenship, age and sex - annual aggregated data",2026-03-17,2026-03-16,2021,2025,1458930
migr_asyumactm,Asylum > Migration > Population and social conditions > Database by themes,"Unaccompanied minor asylum applicants by type, citizenship, age and sex - monthly data",2026-03-18,2026-03-06,2021-01,2026-02,18172984
migr_asyumpctm,Asylum > Migration > Population and social conditions > Database by themes,"Unaccompanied minors subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",2026-03-18,2026-03-06,2021-01,2026-02,6022013
migr_asyumwita,Asylum > Migration > Population and social conditions > Database by themes,"Asylum applications of unaccompanied minors withdrawn by citizenship, age, sex and type of withdrawal - annual aggregated data",2026-03-17,2026-03-16,2021,2025,1941647
migr_asyumwitm,Asylum > Migration > Population and social conditions > Database by themes,"Asylum applications of unaccompanied minors withdrawn by citizenship, age, sex and type of withdrawal - monthly data",2026-03-18,2026-03-06,2021-01,2026-02,23940948
migr_asyumacca,Asylum > Migration > Population and social conditions > Database by themes,"Unaccompanied minor asylum applicants having had their applications processed under the accelerated procedure, by age, sex and citizenship - annual aggregated data",2026-03-17,2026-03-16,2021,2025,472976
migr_asyumaccm,Asylum > Migration > Population and social conditions > Database by themes,"Unaccompanied minor asylum applicants having had their applications processed under the accelerated procedure, by age, sex and citizenship - monthly data",2026-03-18,2026-03-06,2021-01,2026-02,5802608
migr_asyctz,Asylum > Migration > Population and social conditions > Database by themes,Asylum applicants by citizenship - annual data (until 2007),2026-01-12,2026-01-12,1985,2007,61354
migr_asyctzm,Asylum > Migration > Population and social conditions > Database by themes,First time asylum applicants by citizenship - monthly data (until December 2007),2026-01-12,2026-01-12,1999-01,2007-12,476612
migr_asyumdcfa,Asylum > Migration > Population and social conditions > Database by themes,"First instance decisions on applications of unaccompanied minors by type of decision, citizenship, age and sex - annual aggregated data",2026-01-20,2025-06-17,2021,2024,2262516
migr_asyumdcfq,Asylum > Migration > Population and social conditions > Database by themes,"First instance decisions on applications of unaccompanied minors by type of decision, citizenship, age and sex - quarterly data",2026-03-06,2026-03-06,2021-Q1,2025-Q4,11268648
migr_asyumwifa,Asylum > Migration > Population and social conditions > Database by themes,"Decisions withdrawing status granted at first instance decision to unaccompanied minors by type of status withdrawn, citizenship and reason - annual aggregated data",2026-03-10,2025-06-17,2021,2024,476890
migr_asyumwifq,Asylum > Migration > Population and social conditions > Database by themes,"Decisions withdrawing status granted at first instance decision to unaccompanied minors by type of status withdrawn, citizenship and reason - quarterly data",2026-03-10,2026-01-07,2021-Q1,2025-Q4,2360760
