code,path,label,lastUpdate,lastModified,dataStart,dataEnd,count
lan_lcv_ovw,Database by themes,Land cover overview by NUTS 2 region,2025-07-25,2025-07-23,2009,2022,204709
lan_lcv_art,Database by themes,Land covered by artificial surfaces by NUTS 2 region,2025-07-24,2025-07-23,2009,2022,33221
lan_lcv_arti,Database by themes,Land covered by artificial surfaces - index,2025-07-24,2025-07-24,2009,2022,379
lan_use_ovw,Database by themes,Land use overview by NUTS 2 region,2025-07-25,2025-07-23,2009,2022,84354
lan_lcv_fao,Database by themes,Land cover for FAO Forest categories by NUTS 2 region,2025-07-25,2025-07-23,2009,2022,20049
lan_settl,Database by themes,Settlement area,2025-07-24,2025-07-24,2009,2022,959
iww_ec_invest,Database by themes,Expenditure on inland waterway transport infrastructure and freight vessels,2026-02-17,2025-12-19,1990,2024,909
iww_ac_nbac,Database by themes,Accidents in inland waterway transport,2025-09-11,2025-10-09,1995,2024,250
tran_r_net,Database by themes,"Road, rail and navigable inland waterways networks by NUTS 2 region",2026-03-04,2026-03-17,1990,2024,71485
tran_r_vehst,Database by themes,Stock of vehicles by category and NUTS 2 region,2026-03-04,2026-03-17,1990,2024,139920
tran_r_elvehst,Database by themes,Stock of electric vehicles by category and NUTS 2 region,2026-03-04,2026-03-17,2018,2024,14722
tran_r_acci,Database by themes,Victims in road accidents by NUTS 2 region,2026-03-04,2026-03-04,1990,2024,56303
tran_r_mapa_nm,Database by themes,Maritime transport of passengers by NUTS 2 region,2026-03-15,2026-03-17,1997,2024,15881
tran_r_mago_nm,Database by themes,Maritime transport of freight by NUTS 2 region,2026-03-15,2026-03-17,1997,2024,16657
tran_r_avpa_nm,Database by themes,Air transport of passengers by NUTS 2 region,2026-03-05,2026-03-17,1993,2024,24863
tran_r_avgo_nm,Database by themes,Air transport of freight by NUTS 2 region,2026-03-05,2026-03-17,1993,2024,23455
tran_r_rago,Database by themes,Railway transport - national and international railway goods transport by loading/unloading NUTS 2 region,2026-01-14,2026-03-17,2005,2020,46401
tran_r_rapa,Database by themes,Railway transport - national and international railway passengers transport by embarking/disembarking NUTS 2 region,2022-06-09,2026-03-17,2005,2020,39024
tran_r_ptstop,Database by themes,Public transport stops by NUTS 3 region - experimental statistics,2026-02-04,2026-02-04,2024,2024,51
tran_r_ptline,Database by themes,Public transport lines by NUTS 3 region - experimental statistics,2026-02-04,2026-02-04,2024,2024,51
tran_r_ptarea,Database by themes,Share of area covered by public transport vs private car in a given time period by NUTS 3 region - experimental statistics,2026-02-04,2026-02-04,2024,2024,430
tran_r_ptpop,Database by themes,Share of population reached by public transport vs private car in a given time period by NUTS 3 region - experimental statistics,2026-02-04,2026-02-04,2024,2024,430
ei_bpm6ca_q,General and regional statistics > Database by themes,Current account - quarterly data,2026-02-19,2026-02-19,1991-Q1,2025-Q4,298407
ei_bpm6fa_q,General and regional statistics > Database by themes,Financial account - quarterly data,2026-02-19,2026-02-19,1991-Q1,2025-Q4,52746
ei_bpm6ca_m,General and regional statistics > Database by themes,Current account - monthly data,2026-03-20,2026-03-20,1991-01,2026-01,250986
ei_bpm6fa_m,General and regional statistics > Database by themes,Financial account - monthly data,2026-03-20,2026-03-20,1991-01,2026-01,84986
ei_bpm6iip_q,General and regional statistics > Database by themes,International investment position - quarterly data,2026-01-20,2026-01-13,1992-Q4,2025-Q3,66069
ei_isin_m,General and regional statistics > Database by themes,Industry index by NACE Rev. 2 activity - monthly data,2026-03-21,2026-03-17,1980-01,2026-02,2833788
ei_isir_m,General and regional statistics > Database by themes,Industry growth rates by NACE Rev. 2 activity - monthly data,2026-03-21,2026-03-17,1980-01,2026-02,826507
ei_isind_q,General and regional statistics > Database by themes,Industry index by NACE Rev. 2 activity - quarterly data,2026-03-20,2026-01-28,1989-Q4,2025-Q4,703006
ei_isbu_m,General and regional statistics > Database by themes,Construction index by NACE Rev. 2 activity - monthly data,2026-03-21,2026-03-18,1980-01,2026-02,188154
ei_isbr_m,General and regional statistics > Database by themes,Construction growth rates by NACE Rev. 2 activity - monthly data,2026-03-21,2026-03-18,1980-02,2026-02,100254
ei_isbu_q,General and regional statistics > Database by themes,Construction index by NACE Rev. 2 activity - quarterly data,2026-03-21,2026-03-17,1980-Q1,2025-Q4,81422
ei_isrt_m,General and regional statistics > Database by themes,Retail trade index by NACE Rev. 2 activity - monthly data,2026-03-20,2026-02-27,1991-01,2026-01,581444
ei_isrr_m,General and regional statistics > Database by themes,Retail trade growth rates by NACE Rev. 2 activity - monthly data,2026-03-20,2026-02-27,1991-02,2026-01,272654
ei_isrt_q,General and regional statistics > Database by themes,Retail trade index by NACE Rev. 2 activity - quarterly data,2026-03-20,2026-01-29,1989-Q4,2025-Q4,15078
ei_isset_q,General and regional statistics > Database by themes,Turnover in services index - quarterly data,2026-03-20,2026-01-31,1994-Q1,2025-Q4,64974
ei_isse_q,General and regional statistics > Database by themes,Turnover in services growth rates by NACE Rev. 2 activity - quarterly data,2026-03-20,2026-01-31,1994-Q1,2025-Q4,27885
ei_isppi_q,General and regional statistics > Database by themes,Service producer prices index - quarterly data,2026-03-20,2026-01-21,1996-Q1,2025-Q4,19469
ei_isppe_q,General and regional statistics > Database by themes,Service producer prices growth rates - quarterly data,2026-03-20,2026-01-21,1996-Q1,2025-Q4,24814
ei_isen_m,General and regional statistics > Database by themes,Energy - monthly data,2026-03-20,2026-03-20,2008-01,2026-02,93950
ei_isspr_m,General and regional statistics > Database by themes,Production in services growth rates by NACE Rev.2 activity - monthly data,2026-03-20,2026-03-10,2000-02,2026-01,49525
ei_issp_m,General and regional statistics > Database by themes,Production in services index by NACE Rev.2 activity - monthly data,2026-03-20,2026-03-10,2000-01,2026-01,74882
ei_issp_q,General and regional statistics > Database by themes,Production in services index by NACE Rev.2 activity - quarterly data,2026-03-20,2026-01-31,2000-Q1,2025-Q4,16295
ei_eteu27_2020_m,General and regional statistics > Database by themes,EU27 (from 2020) international trade - monthly data,2026-03-20,2026-03-20,2002-01,2026-01,3203631
ei_etea_m,General and regional statistics > Database by themes,Euro area international trade - monthly data,2026-03-20,2026-03-20,2002-01,2026-01,1076872
ei_lmhu_m,General and regional statistics > Database by themes,Unemployment (1 000) - monthly data,2026-03-19,2026-03-12,1983-01,2026-02,263083
ei_lmhr_m,General and regional statistics > Database by themes,Unemployment rate (%) - monthly data,2026-03-19,2026-03-12,1983-01,2026-02,259640
ei_lmlc_q,General and regional statistics > Database by themes,"Labour cost index, nominal value - quarterly data",2026-03-19,2026-02-19,1996-Q1,2025-Q4,2242770
ei_lmjv_q_r2,General and regional statistics > Database by themes,Job vacancy rate - quarterly data,2026-03-20,2026-02-19,2001-Q1,2025-Q4,103909
ei_mfir_m,General and regional statistics > Database by themes,Interest rates - monthly data,2026-03-12,2026-03-12,1980-01,2026-02,22062
ei_mfrt_m,General and regional statistics > Database by themes,Euro/Ecu exchange rates - monthly data,2026-03-06,2026-02-28,1999-01,2026-02,11294
ei_mfef_m,General and regional statistics > Database by themes,Effective exchange rates indices - monthly data,2026-03-19,2026-03-19,1999-01,2026-01,59800
ei_is_m_vtg,General and regional statistics > Database by themes,Industrial production - monthly data - vintages from 2021 onwards,2026-03-12,2026-03-12,1980-01,2026-01,2586235
ei_is_m_vtgfix,General and regional statistics > Database by themes,Industrial production - monthly data - vintages from 2001 to 2020,2025-09-05,2025-09-05,1980-01,2020-10,4502499
ei_lm_m_vtg,General and regional statistics > Database by themes,Unemployment - monthly data - vintages from 2021 onwards,2026-03-12,2026-03-12,1983-01,2026-01,1493846
ei_lm_m_vtgfix,General and regional statistics > Database by themes,Unemployment - monthly data - vintages from 2001 to 2020,2024-03-26,2025-08-08,1980-01,2020-11,3093318
ei_na_q_vtg,General and regional statistics > Database by themes,Gross domestic product (GDP) - quarterly data - vintages based on ESA 2010,2026-03-12,2026-03-12,1995-Q1,2025-Q4,51834
sbs_r_nuts06_r2,General and regional statistics > Database by themes,SBS data by NUTS 2 region and NACE Rev. 2 (2008-2020),2024-03-01,2024-01-10,2008,2020,1941405
sbs_r_3k_my_r2,General and regional statistics > Database by themes,"Multiannual statistics for distributive trades (NACE Rev. 2, G) by NUTS 2 region (2009-2014)",2019-05-24,2024-01-10,2009,2014,26211
sbs_r_nuts03,General and regional statistics > Database by themes,SBS data by NUTS 2 region (NUTS 2006) and NACE Rev. 1.1 (1995-2007),2022-10-27,2023-09-23,1995,2007,1562285
sbs_cre_rreg,General and regional statistics > Database by themes,"Number of local units, persons employed and wages and salaries by NUTS 2 region (1997-2007)",2010-10-06,2024-06-07,1997,2007,3796
sbs_r_3f_my,General and regional statistics > Database by themes,Multi yearly statistics by NUTS 2 region (NUTS 2006) (1999-2004),2009-09-10,2021-02-08,1999,2004,8059
sbs_r_nuts2021,General and regional statistics > Database by themes,Enterprises by NUTS 2 region and NACE Rev.2 activity,2026-02-09,2025-09-01,2021,2023,572866
bd_hgnace_r,General and regional statistics > Database by themes,Business demography and high growth enterprises by NACE Rev. 2 activity and NUTS 3 region,2026-03-13,2025-11-19,2013,2023,1405544
bd_size_r,General and regional statistics > Database by themes,Business demography by size class and NUTS 3 region,2026-03-13,2025-11-19,2013,2023,514641
bd_salge1_nace_r,General and regional statistics > Database by themes,Employer business demography by NACE Rev. 2 activity and NUTS 3 region,2026-03-13,2025-11-19,2013,2023,1269568
bd_salge1_size_r,General and regional statistics > Database by themes,Employer business demography by size class and NUTS 3 region,2026-03-13,2025-11-19,2013,2023,369507
nrg_chddr2_a,General and regional statistics > Database by themes,Cooling and heating degree days by NUTS 3 region - annual data,2025-03-28,2025-03-28,1979,2024,140705
nrg_chddr2_m,General and regional statistics > Database by themes,Cooling and heating degree days by NUTS 3 region - monthly data,2025-03-28,2025-03-28,1979-01,2024-12,1688389
ilc_peps11n,General and regional statistics > Database by themes,Persons at risk of poverty or social exclusion by NUTS 2 region,2026-03-13,2025-12-22,2015,2025,2938
ilc_li41,General and regional statistics > Database by themes,At-risk-of-poverty rate by NUTS 2 region,2026-03-13,2025-12-22,2003,2025,4695
ilc_lvhl21n,General and regional statistics > Database by themes,Persons living in households with very low work intensity by NUTS 2 region (population aged 0 to 64 years),2026-03-13,2025-12-22,2014,2025,2941
ilc_mdsd18,General and regional statistics > Database by themes,Severe material and social deprivation by NUTS 2 region,2026-03-13,2025-12-22,2014,2025,2806
ilc_mdes01_r,General and regional statistics > Database by themes,Inability to keep home adequately warm by NUTS 2 region,2026-03-13,2026-01-23,2021,2025,1497
ilc_mdes03_r,General and regional statistics > Database by themes,"Inability to afford a meal with meat, chicken, fish (or vegetarian equivalent) every second day by NUTS 2 region",2026-03-13,2026-01-23,2021,2025,1512
ilc_mdes04_r,General and regional statistics > Database by themes,Inability to face unexpected financial expenses by NUTS 2 region,2026-03-13,2026-01-23,2021,2025,1560
ilc_mdes05_r,General and regional statistics > Database by themes,"Arrears (mortgage or rent, utility bills or hire purchase) by NUTS 2 region",2026-03-13,2026-01-23,2021,2025,1512
ilc_lvho07_r,General and regional statistics > Database by themes,Housing cost overburden rate by NUTS 2 region,2026-03-13,2026-01-23,2021,2025,1391
hlth_silc_18,General and regional statistics > Database by themes,"Self-perceived health by sex, age and degree of urbanisation",2026-03-13,2026-01-23,2003,2025,1016421
hlth_silc_19,General and regional statistics > Database by themes,"People having a long-standing illness or health problem, by sex, age and degree of urbanisation",2026-03-13,2026-01-23,2003,2025,130603
hlth_silc_20,General and regional statistics > Database by themes,"Level of disability (activity limitation) by sex, age and degree of urbanisation",2026-03-13,2026-01-23,2003,2025,588264
hlth_silc_21,General and regional statistics > Database by themes,"Self-reported unmet needs for medical examination by sex, age, main reason declared and degree of urbanisation",2026-03-13,2026-01-23,2003,2025,1437260
hlth_silc_22,General and regional statistics > Database by themes,"Self-reported unmet needs for dental examination by sex, age, main reason declared and degree of urbanisation",2026-03-13,2026-01-23,2003,2025,1436720
hlth_ehis_am7u,General and regional statistics > Database by themes,"Self-reported use of home care services by sex, age and degree of urbanisation",2021-11-16,2024-01-03,2014,2019,9384
trng_aes_105,General and regional statistics > Database by themes,Participation rate in education and training by degree of urbanisation,2026-01-06,2026-01-06,2007,2022,3086
trng_lfs_14,General and regional statistics > Database by themes,Participation rate in education and training (last 4 weeks) by degree of urbanisation,2026-02-02,2026-02-02,2004,2024,98990
trng_aes_205,General and regional statistics > Database by themes,Participation rate in informal learning by source of learning and degree of urbanisation,2026-01-06,2026-01-06,2007,2022,5369
trng_any3,General and regional statistics > Database by themes,Participation in any learning activities by degree of urbanisation (2003),2009-03-27,2024-01-03,2003,2003,390
trng_fed3,General and regional statistics > Database by themes,Participation in formal education by degree of urbanisation (2003),2009-03-27,2024-01-03,2003,2003,404
trng_inf3,General and regional statistics > Database by themes,Participation in informal learning by degree of urbanisation (2003),2009-03-27,2024-01-03,2003,2003,437
trng_nfe4,General and regional statistics > Database by themes,Participation in non-formal education and training by degree of urbanisation (2003),2009-03-27,2024-01-03,2003,2003,419
edat_aes_l26,General and regional statistics > Database by themes,Persons knowing foreign languages by number of foreign languages and degree of urbanisation,2026-01-06,2026-01-06,2007,2022,3887
edat_aes_l36,General and regional statistics > Database by themes,Persons by level of knowledge of the best-known foreign language and degree of urbanisation,2026-01-06,2026-01-06,2007,2022,3141
edat_lfs_9913,General and regional statistics > Database by themes,Population in private households by educational attainment level and degree of urbanisation,2026-02-02,2026-02-02,2004,2024,660266
edat_lfs_9915,General and regional statistics > Database by themes,"Population in private households by educational attainment level, country of birth and degree of urbanisation",2026-02-02,2026-02-02,2004,2024,387105
edat_lfs_9916,General and regional statistics > Database by themes,"Population in private households by educational attainment level, citizenship and degree of urbanisation",2026-02-02,2026-02-02,2004,2024,352969
edat_lfse_29,General and regional statistics > Database by themes,Young persons neither in employment nor in education and training by degree of urbanisation (NEET rates),2026-02-02,2026-02-02,2000,2024,106090
edat_lfse_35,General and regional statistics > Database by themes,Young persons neither in employment nor in education and training by country of birth and degree of urbanisation (NEET rates),2026-02-02,2026-02-02,2004,2024,116267
edat_lfse_36,General and regional statistics > Database by themes,Young persons neither in employment nor in education and training by citizenship and degree of urbanisation (NEET rates),2026-02-02,2026-02-02,2004,2024,109718
edat_lfse_30,General and regional statistics > Database by themes,Early leavers from education and training by degree of urbanisation,2026-02-02,2026-02-02,2000,2024,22378
edat_lfse_34,General and regional statistics > Database by themes,"Employment rates of young persons not in education and training by educational attainment level, years since completion of highest level of education and degree of urbanisation",2026-02-02,2026-02-02,2000,2024,1095264
hbs_str_t226,General and regional statistics > Database by themes,Structure of consumption expenditure by degree of urbanisation and COICOP consumption purpose,2025-10-15,2025-10-15,1988,2020,25269
hbs_car_t315,General and regional statistics > Database by themes,Household characteristics by degree of urbanisation,2025-10-15,2025-10-15,1988,2020,2526
ilc_peps13,General and regional statistics > Database by themes,Persons at risk of poverty or social exclusion by degree of urbanisation - EU 2020 strategy,2026-03-13,2026-01-23,2003,2025,4520
ilc_peps13n,General and regional statistics > Database by themes,Persons at risk of poverty or social exclusion by degree of urbanisation,2026-03-13,2026-01-23,2015,2025,2221
ilc_li43,General and regional statistics > Database by themes,At-risk-of-poverty rate by degree of urbanisation,2026-03-13,2026-01-23,2003,2025,4526
ilc_li48,General and regional statistics > Database by themes,At-risk-of-poverty rate after deducting housing costs by degree of urbanisation,2026-03-13,2025-12-22,2003,2025,3022
ilc_di17,General and regional statistics > Database by themes,Mean and median income by degree of urbanisation,2026-03-13,2025-12-22,2003,2025,276858
ilc_di23,General and regional statistics > Database by themes,Share of people having income greater or equal to specific national thresholds by degree of urbanisation,2026-03-13,2025-12-22,2003,2025,21238
ilc_lvhl01,General and regional statistics > Database by themes,"Distribution of population aged 18 and over by health status, age group, sex and degree of urbanisation",2026-03-13,2026-01-23,2003,2025,135495
ilc_lvhl23,General and regional statistics > Database by themes,Persons living in households with very low work intensity by degree of urbanisation (population aged 0 to 59 years) - EU 2020 strategy,2026-03-13,2026-01-23,2003,2025,6332
ilc_lvho01,General and regional statistics > Database by themes,"Distribution of population by degree of urbanisation, dwelling type and income group",2026-03-13,2026-01-23,2003,2025,73160
ilc_lvho04d,General and regional statistics > Database by themes,Average number of rooms per person by degree of urbanization,2026-03-13,2026-01-23,2003,2025,3028
ilc_lvho05d,General and regional statistics > Database by themes,Overcrowding rate by degree of urbanisation - total population,2026-03-13,2025-12-22,2003,2025,2280
ilc_lvho50d,General and regional statistics > Database by themes,Share of people living in under-occupied dwellings by degree of urbanisation - total population,2026-03-13,2025-12-22,2003,2025,2277
ilc_lvho07d,General and regional statistics > Database by themes,Housing cost overburden rate by degree of urbanisation,2026-03-13,2025-12-22,2003,2025,2238
ilc_lvho29,General and regional statistics > Database by themes,Distribution of population by housing cost burden and degree of urbanisation,2026-03-13,2025-12-22,2003,2025,11190
ilc_lvho08b,General and regional statistics > Database by themes,Median of the housing cost burden distribution by degree of urbanisation,2026-03-13,2025-12-22,2003,2025,2229
ilc_mdsd09,General and regional statistics > Database by themes,Material and social deprivation rate by degree of urbanisation,2026-03-13,2025-12-22,2014,2025,1720
ilc_mddd23,General and regional statistics > Database by themes,Severe material deprivation rate by degree of urbanisation,2026-03-13,2026-01-23,2003,2025,4526
ilc_mdho06c,General and regional statistics > Database by themes,Severe housing deprivation rate by tenure status,2025-11-26,2025-05-26,2003,2023,9598
ilc_mdho06d,General and regional statistics > Database by themes,Severe housing deprivation rate by degree of urbanisation,2025-10-28,2025-05-26,2003,2023,1851
ilc_mddw04,General and regional statistics > Database by themes,Noise from neighbours or from the street by degree of urbanisation,2026-03-10,2026-03-10,2003,2023,5680
ilc_mddw05,General and regional statistics > Database by themes,"Pollution, grime or other environmental problems by degree of urbanisation",2026-03-10,2026-03-10,2003,2023,5680
ilc_mddw06,General and regional statistics > Database by themes,"Crime, violence or vandalism in the area by degree of urbanisation",2026-03-10,2026-03-10,2003,2023,5671
tour_occ_ninatdc,General and regional statistics > Database by themes,Nights spent at tourist accommodation establishments by degree of urbanisation and coastal/non-coastal area,2026-03-20,2025-04-15,2012,2024,82439
tour_occ_nin2dc,General and regional statistics > Database by themes,Nights spent at tourist accommodation establishments by degree of urbanisation and coastal/non-coastal area and NUTS 2 region,2026-03-20,2025-04-15,2012,2024,222050
tour_cap_natdc,General and regional statistics > Database by themes,"Establishments, bedrooms and bed-places in tourist accommodation, by degree of urbanisation and coastal/non-coastal area",2026-03-20,2026-01-08,2012,2025,54044
tour_cap_nuts2dc,General and regional statistics > Database by themes,"Establishments, bedrooms and bed-places in tourist accommodation, by degree of urbanisation and coastal/non-coastal area and NUTS 2 region",2026-03-20,2026-01-08,2012,2025,539290
urb_cpop1,General and regional statistics > Database by themes,Population on 1 January by age groups and sex - cities and greater cities,2026-03-20,2026-02-09,1989,2025,583457
urb_cpopstr,General and regional statistics > Database by themes,Population structure - cities and greater cities,2026-03-20,2026-02-09,1989,2025,188504
urb_cpopcb,General and regional statistics > Database by themes,Population by citizenship and country of birth - cities and greater cities,2026-03-20,2026-02-09,1990,2025,126017
urb_cfermor,General and regional statistics > Database by themes,Fertility and mortality - cities and greater cities,2026-03-20,2026-02-09,1990,2024,138282
urb_clivcon,General and regional statistics > Database by themes,Living conditions - cities and greater cities,2026-03-20,2026-03-11,1989,2024,174734
urb_ceduc,General and regional statistics > Database by themes,Education - cities and greater cities,2026-03-20,2026-02-09,1990,2025,83918
urb_ctour,General and regional statistics > Database by themes,Culture and tourism - cities and greater cities,2026-03-20,2026-03-20,1990,2025,77653
urb_clma,General and regional statistics > Database by themes,Labour market - cities and greater cities,2026-03-20,2026-02-09,1989,2024,252559
urb_cecfi,General and regional statistics > Database by themes,Economy and finance - cities and greater cities,2026-03-20,2026-02-26,1991,2023,9255
urb_ctran,General and regional statistics > Database by themes,Transport - cities and greater cities,2026-03-20,2026-02-09,1989,2024,78495
urb_cenv,General and regional statistics > Database by themes,Environment - cities and greater cities,2026-03-20,2026-01-14,1989,2024,59712
urb_lpop1,General and regional statistics > Database by themes,Population on 1 January by age groups and sex - functional urban areas,2026-03-20,2026-02-09,1989,2025,435126
urb_lpopstr,General and regional statistics > Database by themes,Population structure - functional urban areas,2026-03-20,2026-02-09,1989,2025,132204
urb_lpopcb,General and regional statistics > Database by themes,Population by citizenship and country of birth - functional urban areas,2026-03-20,2026-03-11,1990,2025,79183
urb_lfermor,General and regional statistics > Database by themes,Fertility and mortality - functional urban areas,2026-03-20,2026-02-09,1990,2024,99230
urb_llivcon,General and regional statistics > Database by themes,Living conditions - functional urban areas,2026-03-20,2026-02-09,1989,2024,105350
urb_leduc,General and regional statistics > Database by themes,Education - functional urban areas,2026-03-20,2026-02-09,1990,2025,22339
urb_llma,General and regional statistics > Database by themes,Labour market - functional urban areas,2026-03-20,2026-02-09,1990,2024,202854
urb_ltran,General and regional statistics > Database by themes,Transport - functional urban areas,2026-03-20,2026-02-09,1990,2024,39475
urb_lenv,General and regional statistics > Database by themes,Environment - functional urban areas,2026-03-20,2026-01-08,1990,2024,6540
env_watres_rb,General and regional statistics > Database by themes,Freshwater resources by river basin district (RBD),2025-08-01,2025-08-01,2000,2023,24075
env_watabs_rb,General and regional statistics > Database by themes,Water abstraction by river basin district (RBD),2025-08-04,2025-08-04,2000,2023,28796
env_watuse_rb,General and regional statistics > Database by themes,Water use by river basin district (RBD),2025-08-01,2025-08-01,2000,2023,9267
orch_total,General and regional statistics > Database by themes,Total area by species (area in ha),2019-03-20,2024-01-03,2002,2017,637
orch_apples3,General and regional statistics > Database by themes,Apple and pear trees - Area by age and density classes (area in ha),2019-03-27,2024-01-03,2002,2017,3226
orch_peach3,General and regional statistics > Database by themes,Peach and apricot trees - Area by age and density classes (area in ha),2019-03-27,2024-01-03,2012,2017,1045
orch_oranges3,General and regional statistics > Database by themes,"Orange, lemon and small citrus fruit trees - Area by age and density classes (area in ha)",2019-03-20,2024-01-03,2002,2017,1258
orch_olives3,General and regional statistics > Database by themes,Olive trees - Area by age and density classes (area in ha),2019-03-20,2024-01-03,2012,2017,351
orch_grapes3,General and regional statistics > Database by themes,Table grape vines - Area by age and density classes (area in ha),2019-03-27,2024-01-03,2012,2017,300
vit_t1,General and regional statistics > Database by themes,Wine-grower holdings by production,2022-05-03,2024-01-10,2015,2020,7906
vit_t4,General and regional statistics > Database by themes,Main vine varieties by age group,2022-08-24,2024-01-10,2015,2020,87606
nasa_10_pens1,Economy and finance > Database by themes,Accrued-to-date pension entitlements in social insurance - annual data,2026-03-10,2026-01-09,2012,2024,26291
nasa_10_pens2,Economy and finance > Database by themes,Sensitivity analysis of accrued-to-date pension entitlements in general government pension schemes outside of core national accounts - annual data,2026-03-10,2026-01-09,2012,2024,21461
gov_eu_nfa,Economy and finance > Database by themes,Non-financial accounts for EU institutions,2025-07-21,2025-12-24,2021,2024,224
gov_eu_fa,Economy and finance > Database by themes,Financial accounts for EU institutions,2025-07-21,2025-12-24,2021,2024,536
gov_eu_debt,Economy and finance > Database by themes,Debt of the EU institutions,2025-07-21,2025-07-21,2020,2024,50
gov_cl_guar,Economy and finance > Database by themes,Government guarantees,2026-02-02,2026-02-02,2010,2024,12160
gov_cl_ppp,Economy and finance > Database by themes,Liabilities related to private-public partnerships (PPPs) recorded off-balance sheet of government,2026-01-30,2026-02-02,2010,2024,3136
gov_cl_liab,Economy and finance > Database by themes,Liabilities of government controlled entities classified outside general government,2026-01-30,2026-02-02,2011,2024,9663
gov_cl_npl,Economy and finance > Database by themes,Non-performing loans of government,2026-01-30,2026-02-02,2010,2024,2768
gov_rrf_use,Economy and finance > Database by themes,Recovery and resilience facility (RRF) uses,2025-11-18,2025-05-21,2020,2024,5523
gov_rrf_fa,Economy and finance > Database by themes,Recovery and resilience facility (RRF) financial flows,2025-11-18,2025-05-21,2020,2024,8334
gov_gb,Economy and finance > Database by themes,"Stock of general government debt security liabilities issued as 'green bonds' - one-off data collection, experimental statistics",2023-07-07,2024-10-21,2019,2022,124
gov_ev,Economy and finance > Database by themes,Expenditure variables supporting the implementation of the EU economic governance framework,2025-12-05,2025-12-05,2021,2024,768
ert_eff_ic_a,Economy and finance > Database by themes,Industrial countries' effective exchange rates - annual data,2026-03-19,2026-02-12,1994,2025,24034
ert_eff_ic_q,Economy and finance > Database by themes,Industrial countries' effective exchange rates - quarterly data,2026-03-19,2026-02-12,1994-Q1,2025-Q4,96130
ert_eff_ic_m,Economy and finance > Database by themes,Industrial countries' effective exchange rates - monthly data,2026-03-19,2026-03-19,1994-01,2026-01,204568
ert_h_eur_a,Economy and finance > Database by themes,Former euro area national currencies vs. euro/ECU - annual data,2026-01-08,2025-11-21,1971,2025,1860
ert_h_eur_q,Economy and finance > Database by themes,Former euro area national currencies vs. euro/ECU - quarterly data,2026-01-08,2025-11-21,1971-Q1,2025-Q4,7390
ert_h_eur_m,Economy and finance > Database by themes,Former euro area national currencies vs. euro/ECU - monthly data,2026-01-08,2025-11-21,1971-01,2025-12,22182
ert_h_eur_d,Economy and finance > Database by themes,Former euro area national currencies vs. euro/ECU - daily data,2026-01-08,2025-11-21,1974-07-01,2025-12-31,233738
irt_euryld_a,Economy and finance > Database by themes,Euro yield curves - annual data,2026-01-06,2026-01-06,2004,2025,3960
irt_euryld_q,Economy and finance > Database by themes,Euro yield curves - quarterly data,2026-01-06,2026-01-06,2004-Q3,2025-Q4,15480
irt_euryld_m,Economy and finance > Database by themes,Euro yield curves - monthly data,2026-03-04,2026-03-04,2004-09,2026-02,46440
irt_euryld_d,Economy and finance > Database by themes,Euro yield curves - daily data,2026-03-21,2026-03-21,2004-09-06,2026-03-19,11795477
irt_st_a,Economy and finance > Database by themes,Money market interest rates - annual data,2026-03-11,2026-01-06,1970,2025,1488
irt_st_q,Economy and finance > Database by themes,Money market interest rates - quarterly data,2026-03-11,2026-01-06,1970-Q1,2025-Q4,5890
irt_st_m,Economy and finance > Database by themes,Money market interest rates - monthly data,2026-03-12,2026-03-06,1970-01,2026-02,21096
prc_fsc_idx,Economy and finance > Database by themes,Food price monitoring tool,2026-03-21,2026-03-06,2005-01,2026-02,1071182
prc_ipc_g20,Economy and finance > Database by themes,G20 CPI all-items - Group of Twenty - Consumer price index,2026-03-18,2026-03-18,1996-01,2026-02,16486
prc_ppp_ind_1,Economy and finance > Database by themes,"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",2026-01-13,2026-01-13,1995,2024,130789
prc_ppp_ind,Economy and finance > Database by themes,"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 1999",2025-07-10,2025-03-27,1995,2024,1401572
prc_ppp_conv,Economy and finance > Database by themes,Convergence indicators,2025-12-17,2025-06-18,1995,2024,2378
prc_colc_nat,Economy and finance > Database by themes,Correction coefficients in the European Union (Countries) - index (Belgium = 100),2026-03-17,2026-03-17,2004-S2,2025-S2,1388
prc_colc_tot,Economy and finance > Database by themes,Correction coefficients in the European Union (Duty stations) - index (Brussels = 100),2026-03-18,2026-03-18,1994-S2,2025-S2,1974
prc_colc_ext,Economy and finance > Database by themes,Correction coefficients outside the European Union (Duty stations) - index (Brussels = 100),2025-11-07,2026-01-23,2000,2025,3418
prc_colc_pppnat,Economy and finance > Database by themes,Purchasing Power Parities in the European Union (Countries) - index (Belgium = 1),2026-03-17,2026-03-17,2010-S2,2025-S2,1048
prc_colc_ppptot,Economy and finance > Database by themes,Purchasing Power Parities in the European Union (Duty stations) - index (Brussels = 1),2026-03-18,2026-03-18,2010-S2,2025-S2,1200
prc_colc_extm,Economy and finance > Database by themes,"Correction coefficients outside the European Union (Duty stations) - index (Brussels = 100), monthly data",2025-11-07,2026-01-23,2000-07,2025-07,6114
prc_colc_ppsm,Economy and finance > Database by themes,"Purchasing Power Parities outside the European Union (Duty stations) - index (Brussels = 1), monthly data",2025-11-07,2026-01-23,2000-07,2025-07,6114
