strike,forward,maturity,moneyness,moneyness_ttm,ttm,implied_vol,price,price_bp,forward_price,type,side,open_interest,volume
94000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.28872871928631416,0.954436826308096,0.09151359007091742,0.5093147266557404,0.0021,21.0,147.895125,call,ask,543.4,290.39
95000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.29931082861685115,0.9894176029694836,0.09151359007091742,0.5155318287010123,0.0019,19.0,133.809875,call,bid,1825.8,234.55
95000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.29931082861685115,0.9894176029694836,0.09151359007091742,0.5199747792276858,0.002,20.0,140.8525,call,ask,1825.8,234.55
96000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.3097821284841466,1.0240320820464721,0.09151359007091742,0.5155520818581093,0.0016,16.0,112.682,call,bid,172.4,0.0
96000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.3097821284841466,1.0240320820464721,0.09151359007091742,0.5300922187876134,0.0019,19.0,133.809875,call,ask,172.4,0.0
98000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.3304014156868822,1.092192281306037,0.09151359007091742,0.5202488713383489,0.0012,12.0,84.5115,call,bid,282.8,79.06
98000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.3304014156868822,1.092192281306037,0.09151359007091742,0.5380374890030206,0.0015,15.0,105.639375,call,ask,282.8,79.06
100000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.3506041230044017,1.1589754122069975,0.09151359007091742,0.5324886585460321,0.001,10.0,70.42625,call,bid,525.8,349.66
100000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.3506041230044017,1.1589754122069975,0.09151359007091742,0.5465079713106895,0.0012,12.0,84.5115,call,ask,525.8,349.66
105000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.39939428717383374,1.3202587426634529,0.09151359007091742,0.576492589848252,0.0008,8.0,56.341,call,bid,1990.2,1253.63
105000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.39939428717383374,1.3202587426634529,0.09151359007091742,0.5854991743401327,0.0009,9.0,63.383625,call,ask,1990.2,1253.63
110000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.4459143028087265,1.474037750834583,0.09151359007091742,0.5824902957948105,0.0004,4.0,28.1705,call,bid,1437.3,328.38
110000.0,70426.25,2026-04-24T08:00:00.000+00:00,0.4459143028087265,1.474037750834583,0.09151359007091742,0.61062959624062,0.0006,6.0,42.25575,call,ask,1437.3,328.38
50000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.3468998227354571,-0.6750041627156345,0.2641163297969342,0.6131382616652227,0.018,180.0,1273.2075,put,bid,1451.2,10999.81
50000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.3468998227354571,-0.6750041627156345,0.2641163297969342,0.6237963582897982,0.019,190.0,1343.94125,put,ask,1451.2,10999.81
55000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.2515896429311322,-0.4895478323843386,0.2641163297969342,0.5798276217620016,0.029,290.0,2051.27875,put,bid,1035.1,2244.33
55000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.2515896429311322,-0.4895478323843386,0.2641163297969342,0.5877783545101006,0.03,300.0,2122.0125,put,ask,1035.1,2244.33
58000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.19847981761718383,-0.386205741041289,0.2641163297969342,0.558809936061955,0.0375,375.0,2652.515625,put,bid,339.4,3171.02
58000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.19847981761718383,-0.386205741041289,0.2641163297969342,0.5691323503248508,0.039,390.0,2758.61625,put,ask,339.4,3171.02
60000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.16457826594150246,-0.3202394677720892,0.2641163297969342,0.5503098037901535,0.045,450.0,3183.01875,put,bid,4251.4,22446.43
